날짜,시가,고가,저가,종가,거래량,거래대금,등락률
2021-09-28,6150,6270,6030,6050,143130,874067300,-2.42
2021-09-29,6010,6040,5900,5970,199192,1186699090,-1.32
2021-09-30,5940,6020,5940,5980,75071,448249780,0.17
2021-10-01,5980,5980,5650,5680,439875,2520112440,-5.02
2021-10-05,5530,5610,5360,5560,393375,2161733090,-2.11
2021-10-06,5520,5640,5310,5500,460475,2489897850,-1.08
2021-10-07,5470,5620,5470,5600,184260,1022248830,1.82
2021-10-08,5630,5720,5580,5660,119048,671656910,1.07
2021-10-12,5600,5630,5350,5380,271046,1465990110,-4.95
2021-10-13,5330,5450,5330,5360,143100,770485790,-0.37
2021-10-14,5390,5520,5390,5480,142833,781102170,2.24
2021-10-15,5590,5640,5490,5600,139037,773548150,2.19
2021-10-18,5620,5850,5620,5770,231232,1328604920,3.04
2021-10-19,5750,5790,5630,5680,152659,868917790,-1.56
2021-10-20,5720,5720,5610,5680,119940,678592850,0.0
2021-10-21,5700,5780,5680,5710,92083,527228380,0.53
2021-10-22,5720,6150,5720,5840,3837295,23050920160,2.28
2021-10-25,5850,5920,5780,5830,268219,1566367840,-0.17
2021-10-26,5810,5940,5720,5800,324144,1883701870,-0.51
2021-10-27,5820,5850,5730,5770,131224,756268700,-0.52
2021-10-28,5820,5820,5750,5750,106768,616478240,-0.35
2021-10-29,5780,5800,5530,5540,305508,1721658700,-3.65
2021-11-01,5580,5720,5540,5610,187485,1052907440,1.26
2021-11-02,5690,5760,5610,5760,196064,1114873690,2.67
2021-11-03,5760,5820,5660,5700,129462,740731020,-1.04
2021-11-04,5760,5850,5720,5800,518153,3157774230,1.75
2021-11-05,7200,7230,6000,6060,8276904,54013149770,4.48
2021-11-08,6110,6150,5810,5900,987051,5843243060,-2.64
2021-11-09,5950,6070,5910,5950,630830,3782801800,0.85
2021-11-10,5870,5940,5780,5810,515461,3004203980,-2.35
2021-11-11,5820,6100,5710,6060,842960,5013692610,4.3
2021-11-12,6040,6100,5960,5990,348303,2092136500,-1.16
2021-11-15,6100,6100,5940,6030,359347,2154520390,0.67
2021-11-16,6060,6100,5960,6090,447629,2705739030,1.0
2021-11-17,6120,6120,5950,6010,362844,2183522160,-1.31
2021-11-18,5980,5990,5830,5950,356738,2104590890,-1.0
2021-11-19,5880,5950,5830,5840,258476,1517368230,-1.85
2021-11-22,5890,5890,5670,5700,398313,2283364940,-2.4
2021-11-23,5730,5840,5670,5780,209449,1203390010,1.4
2021-11-24,5790,5840,5740,5790,207429,1200930180,0.17
2021-11-25,5790,5830,5760,5800,154519,895446100,0.17
2021-11-26,5790,5830,5460,5480,484727,2706418980,-5.52
2021-11-29,5310,5400,5190,5220,490612,2594323200,-4.74
2021-11-30,5250,5290,4910,4910,793483,3973495820,-5.94
2021-12-01,4870,4975,4820,4940,256977,1261033325,0.61
2021-12-02,4860,5070,4855,5070,256566,1279806575,2.63
2021-12-03,5070,5170,5050,5140,148904,762482490,1.38
2021-12-06,5060,5140,5050,5100,146732,749146720,-0.78
2021-12-07,5150,5190,5090,5150,187458,964594410,0.98
2021-12-08,5230,5230,5140,5160,117259,608135830,0.19
2021-12-09,5180,5250,5150,5200,80459,418536750,0.78
2021-12-10,5260,5260,5180,5200,124707,648929710,0.0
2021-12-13,5210,5310,5190,5240,121438,638551240,0.77
2021-12-14,5210,5250,5090,5210,70355,365301030,-0.57
2021-12-15,5220,5250,5190,5210,58416,305049980,0.0
2021-12-16,5220,5240,5180,5210,89838,467799310,0.0
2021-12-17,5200,5340,5180,5330,96361,509907010,2.3
2021-12-20,5280,5350,5250,5250,93493,493163720,-1.5
2021-12-21,5240,5280,5210,5280,81380,427236190,0.57
2021-12-22,5260,5380,5250,5350,103746,551354050,1.33
2021-12-23,5370,5380,5240,5250,96644,511542630,-1.87
2021-12-24,5250,5350,5250,5310,62213,329649240,1.14
2021-12-27,5320,5370,5300,5350,84924,453609130,0.75
2021-12-28,5350,5380,5290,5320,138178,735457670,-0.56
2021-12-29,5320,5320,5240,5310,60366,319187620,-0.19
2021-12-30,5260,5320,5250,5290,142976,754152560,-0.38
